collection,doc_category,original_filename,pages_in_subset,num_pages_full,coverage_pct
ann_reports_10_14_fancy,financial_reports,ASX_VRL_2014.pdf,2,80,2.5
ann_reports_10_14_fancy,financial_reports,NYSE_UTX_2011.pdf,2,96,2.083333333333333
ann_reports_10_14_fancy,financial_reports,NASDAQ_TMUS_2013.pdf,1,7,14.285714285714285
ann_reports_10_14_fancy,financial_reports,NASDAQ_STFC_2014.pdf,1,8,12.5
ann_reports_10_14_fancy,financial_reports,NYSE_CAPL_2012.pdf,1,8,12.5
ann_reports_10_14_fancy,financial_reports,NYSE_SPB_2010.pdf,1,8,12.5
ann_reports_10_14_fancy,financial_reports,NASDAQ_GOOD_2014.pdf,1,9,11.11111111111111
ann_reports_10_14_fancy,financial_reports,NYSE_MEI_2012.pdf,1,9,11.11111111111111
ann_reports_10_14_fancy,financial_reports,NYSE_HI_2011.pdf,1,11,9.090909090909092
ann_reports_10_14_fancy,financial_reports,NYSE_NEE_2011.pdf,1,12,8.333333333333332
ann_reports_10_14_fancy,financial_reports,NASDAQ_ERIE_2012.pdf,1,14,7.142857142857142
ann_reports_10_14_fancy,financial_reports,AMEX_PHX_2010.pdf,1,16,6.25
ann_reports_10_14_fancy,financial_reports,NASDAQ_KCLI_2012.pdf,1,16,6.25
ann_reports_10_14_fancy,financial_reports,NASDAQ_MGLN_2013.pdf,1,16,6.25
ann_reports_10_14_fancy,financial_reports,TSX_WSP_2014.pdf,1,16,6.25
ann_reports_10_14_fancy,financial_reports,NYSE_VAR_2013.pdf,1,19,5.263157894736842
ann_reports_10_14_fancy,financial_reports,NYSE_UHS_2011.pdf,1,21,4.761904761904762
ann_reports_10_14_fancy,financial_reports,NYSE_KIM_2011.pdf,1,22,4.545454545454546
ann_reports_10_14_fancy,financial_reports,NASDAQ_CTSH_2014.pdf,1,24,4.166666666666666
ann_reports_10_14_fancy,financial_reports,NYSE_SPE_2010.pdf,1,40,2.5
ann_reports_10_14_fancy,financial_reports,OTC_BDRSF_2014.pdf,1,44,2.272727272727273
ann_reports_00_04_fancy,financial_reports,TSX_BPF_2003.pdf,1,52,1.9230769230769231
