image_width,image_height,n_bboxes,n_segmentations,n_pdf_cells,bbox_area_frac_mean,bbox_area_frac_median,bbox_aspect_ratio_mean,bbox_aspect_ratio_median,bbox_width_mean,bbox_height_mean,cell_chars_mean,cell_words_mean,category_ids
1025,1025,5,5,20,0.022243405168743357,0.002957050246876854,6.835130072314388,3.0415386500136705,231.62914217569784,65.2965694955864,41.65,6.75,"[8, 8, 10, 10, 5]"
1025,1025,7,7,13,0.10163426367629727,0.025044374887019456,2.346463962340161,1.3212669683257916,274.9294902970715,227.84319593246715,24.0,3.1538461538461537,"[10, 6, 5, 7, 7, 7, 7]"
1025,1025,13,13,119,0.03908123899330233,0.03443547390805351,5.1956898091150645,2.1629010933342174,296.8851617354433,141.55277858974358,41.075630252100844,6.420168067226891,"[10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 6, 6]"
1025,1025,1,1,20,1.000761791456582,1.000761791456582,1.0016834380290098,1.0016834380290098,1026.2530714107322,1024.5283414389555,2.25,1.1,[7]
1025,1025,10,10,48,0.030760209874559803,0.023069919766416938,14.897117222408832,13.887811938861585,541.9940241217321,46.974561802398945,46.708333333333336,7.145833333333333,"[8, 8, 8, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,16,16,119,0.0361121292726749,0.0359697709533533,8.670882565369524,4.535995772388288,378.93661218954617,93.06772186452505,42.436974789915965,6.966386554621849,"[8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 9]"
1025,1025,3,3,19,0.03492148799981687,0.027706752603554905,10.002277170389185,10.912853729603734,355.2677342216446,128.80927776219457,6.578947368421052,1.368421052631579,"[10, 11, 7]"
1025,1025,4,4,78,0.07337666149539251,0.0036648163199952156,10.871975633212092,9.746438243278247,347.5317900623594,99.94537254510475,10.08974358974359,1.6794871794871795,"[8, 9, 10, 5]"
1025,1025,8,8,12,0.0024500437498474253,0.003278110122250444,17.555233084402467,21.065894260346525,212.0740753931781,11.84425986032198,19.083333333333332,3.0,"[6, 8, 4, 4, 4, 4, 10, 10]"
1025,1025,16,16,209,0.03206798076529754,0.029136578406361885,7.104036783386057,5.866998789396458,401.60744045811003,77.07842162314208,15.78468899521531,2.7942583732057416,"[6, 6, 10, 10, 10, 10, 7, 7, 5, 5, 4, 4, 4, 4, 8, 8]"
1025,1025,19,19,50,0.010400077361451243,0.0037193967101129197,18.445932565321844,9.255511527457436,303.1331125193458,31.397554094891095,46.52,7.58,"[8, 8, 10, 8, 8, 10, 10, 10, 10, 1, 1, 10, 5, 4, 4, 4, 7, 7, 8]"
1025,1025,2,2,281,0.2641167883870046,0.2641167883870046,16.30397446688988,16.30397446688988,561.8560642574294,321.2450135572549,3.626334519572954,1.0177935943060499,"[6, 9]"
1025,1025,6,6,186,0.07629886993777783,0.006913172877198132,14.184146124588253,7.123493806185604,472.2180300648447,98.20042742951891,8.166666666666666,1.4408602150537635,"[8, 9, 10, 10, 9, 5]"
1025,1025,2,2,4,0.3470792487373203,0.3470792487373203,3.886523538822416,3.886523538822416,809.7186807520247,375.81868035080134,72.75,10.75,"[10, 7]"
1025,1025,9,9,126,0.045125095973027766,0.00865535468050296,25.786203864389417,26.472095873900475,542.5288348787785,60.23847332355698,17.285714285714285,2.9365079365079363,"[6, 8, 8, 8, 10, 10, 10, 5, 9]"
1025,1025,8,8,40,0.053551775726631834,0.048304362482054164,17.154088693238208,13.035845796492469,800.0955420833334,69.9636540234375,90.275,13.25,"[10, 10, 10, 10, 10, 10, 10, 8]"
1025,1025,11,11,211,0.051975213615994435,0.015558594284699901,18.29888654095114,19.75011455725224,551.7172484881671,78.58373049342667,16.9478672985782,2.6350710900473935,"[6, 6, 6, 10, 10, 9, 9, 10, 10, 10, 10]"
1025,1025,18,18,45,0.023551917085546888,0.014024159078910454,8.034694700382142,3.7929569300688706,315.5460298687307,67.67173076724589,47.044444444444444,7.355555555555555,"[5, 10, 10, 10, 10, 10, 10, 8, 8, 8, 7, 7, 7, 7, 7, 7, 6, 8]"
1025,1025,14,14,109,0.03493753524870483,0.03057882569240087,20.98889579258821,13.672554587195414,636.037779784021,48.093929115423364,34.706422018348626,5.522935779816514,"[10, 9, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 5, 5]"
1025,1025,3,3,2,0.006532465867873447,0.005833627381283079,26.734721066687275,7.713904761477196,377.7832872797997,27.216686549105336,62.0,8.0,"[11, 10, 7]"
1025,1025,5,5,116,0.1276398443978432,0.002803062229302182,15.665600586618485,23.9945524351002,348.1569193011078,158.9428205779521,15.017241379310345,2.2758620689655173,"[8, 5, 5, 10, 9]"
1025,1025,11,11,102,0.05574709143640652,0.061593406175553526,8.186919502784441,2.436660851786222,341.5526713495247,148.0894402060376,52.21568627450981,8.53921568627451,"[10, 10, 10, 10, 10, 10, 10, 5, 8, 8, 8]"
1025,1025,4,4,118,0.09170782586302263,0.08984749763136007,19.147656040489842,14.24862101572659,595.8061323349838,148.2427684010246,12.194915254237289,1.8983050847457628,"[8, 10, 9, 9]"
1025,1025,5,5,118,0.09762689582924676,0.016068395836212314,11.76213071114104,11.607304150071664,422.37185296550626,146.21815183666754,12.508474576271187,1.8898305084745763,"[6, 9, 8, 10, 5]"
1025,1025,14,14,49,0.02927522411560688,0.027555209858109605,12.288201216078695,9.955184831659402,478.78962585194125,50.479460446701175,82.06122448979592,12.979591836734693,"[6, 7, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 5]"
1025,1025,11,11,77,0.044194889924101304,0.05092680363142379,3.8677988893687574,2.4980377317211997,350.7716398311473,120.30000862068968,51.48051948051948,7.662337662337662,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6]"
1025,1025,12,12,105,0.048071508879824455,0.02848332083847885,15.84631984597599,6.043800241678124,437.64128163126367,118.48894307659934,57.20952380952381,9.438095238095238,"[6, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8]"
1025,1025,19,19,97,0.02355897929828543,0.013541947319061205,8.52385100830239,8.150926122750121,313.55587435426804,72.20176346418303,46.07216494845361,7.185567010309279,"[6, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8]"
1025,1025,8,8,51,0.03659897900015007,0.028945609504934553,4.862643829529803,3.97704364431958,305.7444402522467,106.43045600536617,45.745098039215684,7.333333333333333,"[10, 8, 10, 10, 10, 10, 10, 5]"
1025,1025,14,14,221,0.0354774915046031,0.006150322030445077,35.309728047251774,30.995212479609627,518.8992027943324,52.16690181662698,13.049773755656108,2.420814479638009,"[6, 8, 10, 9, 8, 10, 9, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,14,14,155,0.04576328133398518,0.028065076760281235,6.789620440087418,5.1074257775059415,362.1485129492144,118.10195344140448,24.283870967741937,3.9290322580645163,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 8, 8, 6]"
1025,1025,9,9,51,0.05906617908761083,0.05300394234309999,8.85242742261603,7.83345296519939,607.5959011483297,88.81605817199778,85.3529411764706,14.137254901960784,"[8, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,16,16,95,0.026653394714441843,0.018404800091525383,7.565866614515973,5.492279642650896,286.3111975630185,71.08596438549067,46.536842105263155,7.178947368421053,"[6, 8, 8, 8, 8, 8, 5, 10, 10, 10, 10, 10, 10, 10, 10, 9]"
1025,1025,1,1,4,0.1161287468833589,0.1161287468833589,3.4695166013057004,3.4695166013057004,650.6212147595356,187.52503288633469,21.75,4.25,[10]
1025,1025,22,22,192,0.02850722417534324,0.0159812383399299,11.078315214579238,7.787008240348577,346.0402933403556,74.43918360955519,26.244791666666668,4.3125,"[6, 6, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 5, 9, 9, 9]"
1025,1025,18,18,147,0.03496945552176897,0.025051627151952013,9.931780163333203,6.3310961357193,366.92199324670986,90.02418958394755,35.5578231292517,5.551020408163265,"[6, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 5, 9, 10]"
1025,1025,5,5,12,0.029880794492320572,0.01864145799018435,3.007833453695365,1.3226224410469032,238.12908234927963,112.89397330130991,37.166666666666664,6.083333333333333,"[7, 4, 4, 7, 5]"
1025,1025,14,14,193,0.030860867957694934,0.019082095363473175,12.069655059085463,8.218795670166497,355.41580264026317,82.90123842569128,17.751295336787564,3.010362694300518,"[6, 6, 10, 10, 10, 4, 10, 10, 10, 10, 9, 9, 9, 5]"
1025,1025,2,2,139,0.34276914994904056,0.34276914994904056,2.814240493319629,2.814240493319629,903.1041834484888,417.1029371705904,8.302158273381295,1.4532374100719425,"[9, 7]"
1025,1025,6,6,85,0.050488486781875085,0.004360830511560684,19.064100639464073,16.236068632343358,365.47966052913426,99.10241720915606,15.564705882352941,2.070588235294118,"[8, 8, 5, 10, 9, 9]"
1025,1025,9,9,45,0.05968914452106814,0.06657285642768218,10.563685928835602,10.524575474669902,680.9609561452821,74.14532095336075,90.57777777777778,14.311111111111112,"[10, 10, 10, 10, 10, 10, 8, 5, 6]"
1025,1025,16,16,142,0.02955900473463559,0.01422228846588277,20.48630083088252,17.485187083508592,469.03181162036617,54.66577602707295,20.56338028169014,3.436619718309859,"[6, 8, 8, 8, 8, 10, 5, 10, 10, 10, 10, 10, 10, 10, 9, 9]"
1025,1025,66,66,625,0.004506280605307296,0.0023960345315027403,7.947113548062006,8.416036800649499,164.19458081829103,26.450026087510913,4.9408,1.2192,"[8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,8,8,72,0.054429011710149654,0.01731756376371884,16.788701994828457,18.485785021784256,517.8427003346706,78.40981963595564,28.458333333333332,4.513888888888889,"[8, 8, 10, 4, 10, 10, 9, 10]"
1025,1025,9,9,156,0.06197420944489487,0.009046015066384075,14.67179532570054,9.203034574714245,532.1292093703607,87.61265733862592,19.833333333333332,3.217948717948718,"[8, 10, 10, 10, 8, 10, 5, 5, 9]"
1025,1025,18,18,113,0.03288839624423428,0.028476767648673643,10.13185783136664,6.046567860114794,331.0723186553548,84.44308398136472,48.530973451327434,7.619469026548672,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8, 8, 10, 8, 5]"
1025,1025,10,10,88,0.04016336385856004,0.02223693783958446,17.119350555807994,19.84451879578961,521.6938912809699,62.25460104072266,17.71590909090909,2.965909090909091,"[8, 8, 8, 10, 10, 10, 10, 9, 9, 5]"
1025,1025,11,11,54,0.05677292989859024,0.018877085328960666,4.469878766873362,1.8642910974100613,240.34979694705342,139.74442757661768,39.48148148148148,6.055555555555555,"[6, 8, 8, 8, 10, 10, 10, 10, 6, 7, 1]"
1025,1025,16,16,151,0.032613954833542375,0.014536803803277517,7.157146583879876,3.6942586101768127,282.5924344254146,92.44941354007096,14.013245033112582,2.609271523178808,"[7, 7, 8, 10, 9, 9, 8, 8, 8, 9, 10, 9, 5, 5, 10, 10]"
1025,1025,1,1,13,0.9931467181581085,0.9931467181581085,0.9979263867288751,0.9979263867288751,1020.4220260817503,1022.5423835385435,12.384615384615385,1.6153846153846154,[7]
1025,1025,21,21,109,0.020199271225914566,0.005680894456819846,8.58262276986104,7.938245065468056,230.06445755135385,74.92185483961643,42.54128440366973,6.623853211009174,"[10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 10, 5]"
1025,1025,8,8,38,0.019910010605438653,0.02002200911223205,2.4878157391289477,2.108292096599013,189.63797174551658,93.14647826932219,21.894736842105264,3.3684210526315788,"[7, 10, 10, 10, 10, 5, 10, 10]"
1025,1025,14,14,48,0.04085985170066677,0.01526137176807776,6.543214820258835,5.931835928567201,296.161163478209,113.81911111746209,38.479166666666664,5.8125,"[10, 4, 4, 4, 10, 10, 7, 1, 10, 10, 8, 1, 7, 5]"
1025,1025,7,7,46,0.021686264157983883,0.020187141532740357,4.744466442263197,2.7021637730683836,186.2277124369748,97.5606442992874,28.804347826086957,4.521739130434782,"[10, 10, 10, 10, 8, 8, 5]"
1025,1025,17,17,122,0.029521084620139276,0.041398983036252036,8.444761517117511,4.123423129444996,325.9827759271152,76.72860915792806,41.704918032786885,6.188524590163935,"[6, 6, 8, 8, 8, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 9]"
1025,1025,9,9,126,0.06431383787041428,0.0013849209606903849,12.587007323645814,11.109279548204924,229.555536603078,84.34865533145222,15.579365079365079,2.2142857142857144,"[6, 8, 10, 9, 5, 5, 5, 5, 5]"
1025,1025,20,20,88,0.01839844921803764,0.01344906441097855,18.959469276496204,15.680811299703592,418.81753221590907,45.15754115895061,36.35227272727273,6.136363636363637,"[6, 10, 10, 10, 10, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2]"
1025,1025,15,15,349,0.039824833523614954,0.025046673950681116,9.023236226037232,3.6371584699453567,356.6825870701421,103.56135860915207,9.782234957020057,1.6876790830945558,"[9, 9, 9, 9, 9, 9, 4, 4, 9, 8, 10, 5, 10, 10, 10]"
1025,1025,10,10,99,0.03414375049126868,0.021068471842079987,10.003204118642934,7.629359870378341,326.68276828123805,90.39820014745737,27.272727272727273,4.565656565656566,"[6, 10, 10, 10, 8, 8, 10, 10, 10, 9]"
1025,1025,12,12,96,0.03879254424984312,0.018570759868236936,12.54829148924351,9.069715349960422,523.6813955814303,78.76383208070189,27.427083333333332,4.3125,"[10, 10, 10, 10, 10, 8, 5, 6, 9, 9, 9, 8]"
1025,1025,5,5,107,0.06298147346611624,0.0028385117775368155,26.112916821809563,17.028234112917005,462.37571099086233,79.09009184693647,10.05607476635514,1.7570093457943925,"[6, 6, 8, 9, 5]"
1025,1025,13,13,51,0.032694470650939056,0.027555385056942598,13.204065666252976,8.806348275886867,545.893421662896,54.5667499732906,79.6470588235294,12.254901960784315,"[6, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,1,1,0,1.0032600776019045,1.0032600776019045,1.0006993006993006,1.0006993006993006,1027.028342849328,1026.3106430989094,,,[7]
1025,1025,12,12,100,0.03657201715695193,0.005616578722076807,18.913379129891226,13.554090470307916,458.28896323605153,70.67240426326674,19.65,3.24,"[8, 10, 6, 10, 10, 8, 10, 9, 9, 10, 10, 9]"
1025,1025,14,14,157,0.03276227405332801,0.012241421074040831,26.12240006073583,29.00417626211829,570.3157144114131,48.66751847509617,13.86624203821656,2.6687898089171975,"[8, 8, 8, 5, 10, 4, 4, 4, 10, 10, 9, 9, 10, 10]"
1025,1025,13,13,79,0.04185283896950602,0.0470177300587871,11.73079726698025,11.655685583208351,623.4836995147708,56.59132465709866,62.25316455696203,10.164556962025317,"[5, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 9]"
1025,1025,10,10,53,0.028605532331890515,0.009377542366699783,11.61833876121198,8.51764210614421,291.31776225490194,76.79753109532831,52.41509433962264,7.849056603773585,"[6, 6, 8, 10, 10, 10, 10, 10, 8, 5]"
1025,1025,9,9,91,0.030315739159514885,0.005668985978798578,26.226877954172878,23.114311174911528,465.11980698342177,42.10413684095856,12.956043956043956,2.2967032967032965,"[6, 8, 10, 9, 9, 8, 10, 10, 5]"
1025,1025,10,10,41,0.04622467209456971,0.04250499931207222,3.537636128165187,1.9364580264863462,272.53357955067975,137.8669280132409,38.926829268292686,6.048780487804878,"[10, 10, 10, 8, 5, 5, 7, 10, 10, 7]"
1025,1025,3,3,11,0.017006711273021988,0.014903622472148357,5.730389434457458,4.756756756756759,303.63749250647544,62.258865203432755,15.727272727272727,2.4545454545454546,"[7, 10, 7]"
1025,1025,3,3,3,0.0027441234334335506,0.0036871510721406685,9.630158784512604,10.450006489046123,163.06183795541054,14.576672943899831,16.0,2.3333333333333335,"[8, 10, 5]"
1025,1025,6,6,72,0.04918912575905727,0.0039025539335823724,19.035941083207195,18.850035874469498,370.0223792628031,74.56048970200807,14.833333333333334,2.5416666666666665,"[8, 10, 8, 10, 9, 6]"
1025,1025,15,15,193,0.02633000248881465,0.01400966995750938,6.374103299508348,4.969914464378108,259.7921289326001,81.64482636892144,15.642487046632125,2.4922279792746114,"[8, 8, 8, 10, 10, 10, 10, 10, 8, 8, 8, 5, 9, 9, 9]"
1025,1025,8,8,144,0.033987068345465096,0.004946441262034031,18.50815469920384,15.141040136922225,373.86069045268493,85.62037357470906,8.25,1.625,"[6, 4, 4, 4, 9, 9, 8, 8]"
1025,1025,3,3,145,0.2059733983832871,0.038379357345903906,22.746431334579867,13.766688561778224,664.1863908629985,253.6664237657757,10.6,1.717241379310345,"[6, 9, 8]"
1025,1025,16,16,49,0.02895599841974647,0.00961844829447757,16.343862352782,13.35012504760877,516.4558924530229,40.734526698626865,85.3265306122449,13.591836734693878,"[8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 5, 6]"
1025,1025,10,10,78,0.05600425642084141,0.011849313325352911,11.14436034381551,7.095829932905094,338.6834284742951,172.49143407407405,60.93589743589744,8.73076923076923,"[10, 10, 10, 6, 10, 10, 10, 8, 8, 10]"
1025,1025,57,57,114,0.0035632219646886403,0.0023950555271109028,6.790406354905861,4.107733362082924,142.0391493965715,24.872469131003026,18.05263157894737,2.3157894736842106,"[8, 6, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,14,14,141,0.029527136291816948,0.003157421621245088,25.822488644995186,26.341021458196202,372.25509673653784,46.13597392516636,12.411347517730496,2.0851063829787235,"[8, 8, 9, 9, 9, 10, 5, 5, 5, 4, 4, 4, 4, 4]"
1025,1025,8,8,131,0.045456879360643236,0.03761847664334608,12.396594981750122,9.31256807324441,485.1012284937627,80.27848686959616,23.763358778625953,2.946564885496183,"[8, 8, 8, 9, 10, 5, 10, 10]"
1025,1025,12,12,254,0.0388930817357882,0.004627498772105312,23.461673255528495,11.100818524161301,457.3477534976584,73.2456389598479,11.937007874015748,1.8937007874015748,"[6, 4, 9, 9, 9, 10, 10, 10, 2, 2, 2, 2]"
1025,1025,8,8,159,0.0827512424341796,0.0177158303196348,25.610555535215262,16.638181836187904,668.8155466332693,100.94295701649239,10.9937106918239,2.339622641509434,"[10, 10, 5, 9, 9, 9, 8, 8]"
1025,1025,6,6,90,0.05289304476561629,0.008532590646000997,20.713589809790932,18.41746777010379,449.9646087196955,81.18071313102882,13.266666666666667,2.0444444444444443,"[8, 10, 10, 10, 9, 5]"
1025,1025,5,5,32,0.03266646408694178,0.0072248572164293244,8.611670366708294,3.882352941176484,285.97355003313754,209.51287031304054,18.59375,3.28125,"[7, 7, 10, 10, 7]"
1025,1025,8,8,11,0.0073172047705192126,0.0037767729642738746,5.450129410368696,5.1034373890207085,156.4496884291978,38.631888699552796,31.818181818181817,5.090909090909091,"[10, 10, 10, 5, 5, 7, 7, 7]"
1025,1025,6,6,83,0.09370947670330478,0.09639958332091782,1.46189305991828,1.243297571114688,334.01872692129626,249.4739388052984,49.93975903614458,7.819277108433735,"[10, 10, 10, 10, 10, 6]"
1025,1025,4,4,114,0.1511671734836148,0.029803349410216572,8.510787667480622,7.831144386939484,538.9187885520765,184.74406351715294,19.20175438596491,2.2982456140350878,"[8, 10, 5, 9]"
1025,1025,12,12,97,0.04564075392879422,0.0363875434935601,14.32300607656172,12.89099274727965,567.7057305119855,61.18501348227603,33.08247422680412,4.876288659793815,"[6, 10, 10, 10, 10, 10, 9, 9, 8, 8, 8, 5]"
1025,1025,7,7,127,0.07050773938917561,0.0028615901155110623,14.559408048075396,15.570323596504265,446.8990970893109,94.78212348671319,14.228346456692913,2.425196850393701,"[10, 10, 5, 8, 8, 10, 9]"
1025,1025,8,8,105,0.02275367683920893,0.018682830802395623,17.365319214946414,18.285447451152514,523.9583025396826,34.93628628102837,19.152380952380952,3.5142857142857142,"[10, 10, 10, 10, 10, 5, 8, 8]"
1025,1025,10,10,74,0.061197921753846016,0.01663914367592322,15.933205231265699,9.731836559004659,596.0268246961806,80.95300637310608,75.75675675675676,12.08108108108108,"[8, 10, 10, 10, 10, 10, 10, 8, 5, 5]"
1025,1025,11,11,64,0.022561614900291994,0.007082211814418142,19.30193792108924,7.557536811288013,389.74930609567815,48.03692653639803,25.875,4.390625,"[8, 10, 10, 10, 8, 10, 10, 9, 9, 5, 5]"
1025,1025,27,27,96,0.009906029877869017,0.00434896057703802,10.92845689054525,7.39216303011724,216.36554159755377,39.84278564056182,28.0625,4.114583333333333,"[6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 4]"
1025,1025,16,16,106,0.023700749950460072,0.024847547819880703,6.5719998010763625,2.978545405548805,214.79547028186272,92.66673060684974,39.386792452830186,6.047169811320755,"[6, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 5, 5]"
1025,1025,13,13,62,0.02788510110796868,0.017027840462908277,21.355940119868443,23.24018371176592,563.8690982210036,50.4369503835183,52.20967741935484,8.516129032258064,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 5, 8, 8, 9]"
1025,1025,20,20,135,0.02801163057296,0.021362299267668267,10.370088148175565,7.579527058187434,348.14759256197607,73.3836664050095,35.614814814814814,5.896296296296296,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 9, 9, 9, 10, 10, 5, 9]"
1025,1025,15,15,51,0.034680345308624384,0.0025001688898295513,12.521950145312218,11.40910148062328,488.2694806111112,45.80394688477368,96.88235294117646,15.666666666666666,"[8, 8, 8, 8, 8, 8, 8, 5, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,7,7,48,0.04178238352645073,0.04682936669661071,12.450065668508476,13.276801620113266,705.6606522619213,59.88725421917853,55.166666666666664,9.0625,"[10, 10, 10, 10, 10, 9, 5]"
1025,1025,5,5,30,0.030700736247008874,0.023504369290122486,11.534080040595589,6.1426391036979675,371.55197754346557,85.39008828083446,356.9,1.5333333333333334,"[8, 8, 7, 10, 10]"
1025,1025,14,14,59,0.021168278464241377,0.011897229171791701,20.530365452670004,17.677010320406993,542.2432171463159,34.36137149268027,50.28813559322034,7.932203389830509,"[6, 8, 10, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,19,19,100,0.030742404040481792,0.025351913415678072,7.431807413127359,6.334895110333891,412.7288665982543,73.08586813763813,41.69,6.63,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 9, 9]"
1025,1025,11,11,63,0.05406893930837742,0.06406078501489995,11.620798119655156,8.983774727767697,708.392857149077,73.74775747245178,91.2063492063492,13.904761904761905,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6]"
1025,1025,1,1,2,0.0010526533706401702,0.0010526533706401702,12.528708970491007,12.528708970491007,117.71172352941177,9.395359394703746,7.5,1.5,[6]
1025,1025,16,16,145,0.03037470119249058,0.011691578454796228,12.238759370005802,5.120304374840142,288.0536906189881,89.69791148622242,20.53793103448276,3.462068965517241,"[6, 8, 8, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9]"
1025,1025,21,21,80,0.02736410688868742,0.021928127219152292,6.497453260347278,3.8836757196026435,268.41789887802355,99.91664580314152,36.775,5.9125,"[6, 8, 8, 5, 10, 10, 10, 10, 10, 10, 10, 1, 1, 1, 1, 10, 10, 7, 7, 7, 7]"
1025,1025,16,16,89,0.03320456975439729,0.01493448485960856,24.667655930525854,17.788723429761554,589.6026226315906,43.536395682504754,47.69662921348315,7.797752808988764,"[8, 10, 10, 10, 10, 10, 10, 10, 4, 4, 5, 5, 8, 8, 9, 8]"
1025,1025,3,3,9,0.012155748011079758,0.007662313562596924,4.788145748843626,4.270371758405851,191.57294487847216,49.69643692129628,22.333333333333332,3.3333333333333335,"[10, 8, 5]"
1025,1025,5,5,117,0.08153609230503038,0.0036548073817340293,17.64935520909124,12.991454498765716,417.3718848459318,110.13269476627707,9.786324786324787,1.8461538461538463,"[5, 6, 8, 10, 9]"
1025,1025,1,1,3,0.004690097541947252,0.004690097541947252,4.6171760758244815,4.6171760758244815,150.83531035872414,32.66830371674525,25.666666666666668,4.0,[10]
1025,1025,9,9,101,0.05873840739951546,0.02472223058806591,16.09097792790738,6.3067448458673825,597.0181425705986,83.52181005187047,22.168316831683168,3.801980198019802,"[6, 10, 10, 10, 8, 9, 9, 9, 5]"
1025,1025,23,23,109,0.020653509872761208,0.016650975375670493,4.521686832421892,3.111218276209291,225.58627144637285,88.13821093788697,32.37614678899082,5.385321100917431,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 5, 10, 10, 10, 10, 1, 1, 7, 7, 1, 7]"
1025,1025,10,10,91,0.0584023362685094,0.05388364311608914,3.777933874227692,2.931330922430816,361.86686354575164,154.58807714330806,63.065934065934066,9.934065934065934,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,12,12,94,0.04599704618359582,0.049042351847951735,8.069880949561496,3.314397215341514,355.4521574074074,122.90594460227271,50.43617021276596,8.24468085106383,"[10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 5, 6]"
1025,1025,1,1,1,0.01022044869143895,0.01022044869143895,6.492876265036297,6.492876265036297,264.0446727941177,40.666826536643015,8.0,1.0,[8]
1025,1025,25,25,116,0.02252163763674593,0.021650140931372557,10.37348473891004,5.571902879256967,316.6580453251634,60.03238615656565,45.9051724137931,7.017241379310345,"[6, 8, 10, 10, 8, 10, 10, 10, 10, 8, 10, 10, 8, 10, 8, 10, 10, 8, 10, 10, 10, 8, 10, 5, 10]"
1025,1025,10,10,38,0.031688911621372925,0.03214377949354591,6.352666780883765,5.697895916224299,386.74890376675637,78.30656253907088,55.21052631578947,9.5,"[6, 10, 10, 10, 10, 10, 10, 10, 1, 7]"
1025,1025,9,9,30,0.01935774059884844,0.009139058685459521,17.30063842174354,9.388103546748916,447.26461267247646,38.21026995300225,44.333333333333336,6.666666666666667,"[6, 8, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,5,5,33,0.0644988301791075,0.08987856381904404,8.105307813707846,4.0162391389777445,469.0860733703704,109.1903483641975,69.9090909090909,10.606060606060606,"[8, 10, 10, 10, 5]"
1025,1025,4,4,144,0.18324624899415676,0.001483053247915838,8.276119421057421,7.108839869404028,305.14364208386627,219.80137264505095,16.54861111111111,2.4583333333333335,"[8, 10, 9, 5]"
1025,1025,12,12,83,0.02719557784274648,0.010359087372078357,23.24526849259391,27.49664323834702,518.7726936746363,41.24522465046396,23.265060240963855,4.253012048192771,"[4, 4, 4, 4, 4, 4, 5, 9, 10, 10, 4, 4]"
1025,1025,2,2,9,0.005569785783660098,0.005569785783660098,4.114976461902299,4.114976461902299,140.32580141045997,39.72279518488633,17.88888888888889,2.7777777777777777,"[8, 10]"
1025,1025,8,8,60,0.08122206018956199,0.08068890334430932,7.817912420347866,6.551178292579567,654.3216133731617,104.19535097064394,101.65,16.0,"[10, 10, 10, 10, 5, 8, 10, 10]"
